orig_idx,combined_lower,has_unilateral,has_bilateral
3515,"ileo-inguinal node dissection - unilateral (uro) # l4 package [sep] inguinal lymph node removal, groin lymph node surgery, unilateral lymph node dissection, lymph node biopsy in groin, surgical removal of groin nodes, lymphadenectomy in pelvis, lymph node excision for cancer, groin side lymph node surgery, outpatient groin node removal, urolnd procedure, l4 level lymph node resection, minimally invasive groin lymph node surgery [sep] ilo-inguinal ln dissection, urolnd, groin lymphadenectomy, groin ln excision",1,0
3516,"inferior calyco ureterostomy (uro) # l6 package [sep] inferior calyceal ureterostomy, lower kidney calyx to ureter surgery, surgical connection between lower kidney chamber and ureter, kidney drainage operation, urinary tract rerouting, minimally invasive kidney procedure, ureter opening surgery, hospital code l6 ureter procedure, urinary diversion surgery, bladder outlet surgery, kidney and ureter bypass, re-routing of urinary flow [sep] icu, uro, icy, l6 ust, urd, urr, kdr, uto, brd, kut, uro bypass",0,0
3517,"infundibulotomy # l4 package [sep] infundibulotomy, pituitary stalk opening, brain base surgery, hypothalamic region procedure, minimally invasive infundibulum cut, pituitary access operation, l4 spinal level approach, skull base tumor surgery, neuroendocrine pathway surgery, infundibulum removal, endoscopic infundibulotomy, surgical pituitary stalk dissection [sep] infund, pit stalk open, skull base infund, min infd, end infund, pit access, l4 infund, neuroendo infund, infund rem, endos infund, pit dissection",0,0
3518,"inguinal/ femoral hernia mesh repair bilateral (uro) # l6 package [sep] inguinal hernia repair, groin hernia surgery, mesh hernia repair, bilateral hernia correction, femoral hernia surgery, groin hernia mesh implant, double-sided hernia procedure, surgical hernia reinforcement, groin area hernia fix, inguinal-femoral hernia repair, hernia mesh placement, abdominal wall hernia surgery [sep] l6 mesh repair, bilateral inguinal hernia, groin hernia surg, femoral hernia repair, inguinal-femoral hernia, hernia mesh implant, bilateral hernia repair, groin hernia fix, hernia repair, mesh hernia, inguinal hernia, herniorrhaphy, ig/fg hernia repair",0,1
3519,"inguinal/ femoral hernia mesh repair unilateral (uro) # l4 package [sep] inguinal hernia repair, groin hernia surgery, repair of one-sided groin hernia, mesh hernia surgery, femoral hernia correction, groin hernia mesh placement, unilateral hernia fix, minimally invasive groin hernia repair, inguinal hernia surgery package, urethral hernia procedure, hernia surgery for l4 level, outpatient unilateral groin hernia repair [sep] inguinal hernia repair, ihr, groin hernia, unilateral hernia, mesh hernia repair, inguinal hernia, groin surgery, hernia mesh, femoral hernia repair, oh hernia, l4 hernia, outpatient hernia",1,0
3520,"inguinal hernia - mesh repair under la - bilateral (uro) # l7 package [sep] inguinal hernia repair, groin hernia surgery, mesh hernia repair, hernia correction under local anesthesia, bilateral groin hernia treatment, hernia mesh placement, outpatient hernia procedure, laparoscopic hernia fix, hernia surgery for both sides, hernia repair with mesh, urethral hernia correction, hernia surgery package [sep] ihi, bilat ih, mesh repair, hernia repair, inguinal hernia, hernia mesh, lap hernia, hernia fix, local anesthesia hernia, bilateral groin hernia, hernia surgery, hernia package",0,1
3521,"inguinal hernia - mesh repair under la - unilateral (uro) # l5 package [sep] inguinal hernia repair, groin hernia surgery, mesh hernia repair, hernia correction under local anesthesia, one-sided groin hernia fix, uro hernia operation, l5 hernia repair, minimally invasive groin hernia surgery, hernia mesh placement, outpatient hernia repair, single-side groin hernia procedure, adult groin hernia surgery [sep] ingh nr, uhi, mih, ghr, ili, uho, l5-hrn, mesh hernia, or-hernia, out hernia, unilat ghr, groin hernia",1,0
3522,"inguinal node dissection - bilateral (uro) # l6 package [sep] bilateral groin lymph node removal, both-sided groin lymph gland surgery, inguinal lymph node excision on both sides, bilateral groin biopsy, groin lymph node dissection, urethral lymph node removal, l6 region lymph surgery, combined groin node procedure, surgical removal of inguinal lymph nodes, groin gland biopsy, bilateral lymph node clearance, lymph node removal for cancer [sep] inguinal node dissection, bil, bilat gnlnd, bilat ignl, bil lymph, uro ln removal, l6 lymph dissection",0,1
3523,"inguinal node dissection - unilateral (uro) # l4 package [sep] groin lymph node removal, one-sided groin surgery, inguinal lymphadenectomy, unilateral groin node removal, side-specific groin biopsy, lymph node excision in groin, groin lymph gland surgery, uro procedure for groin nodes, l4 level lymph node dissection, single-side groin surgery, groin tumor removal, groin lymph node removal surgery [sep] ingnld, unignl, ugroinld, l4ln, unigroinln, ignd, lymphnodedissect, urogroin, unigroinbx, groinlnectomy",1,0
3524,"ivc thrombectomy # l6 package [sep] inferior vena cava clot removal, ivc clot surgery, blood clot extraction from ivc, major vein thrombus removal, l6 vertebral level thrombectomy, lower back clot removal, spine-associated ivc procedure, minimally invasive ivc thrombectomy, blood clot surgery for lower vena cava, catheter-based ivc clot removal, surgical removal of ivc thrombus, back level clot extraction [sep] ivc thrombectomy, ivc thrombo, ivct, ivc clot removal, l6 thrombectomy, ivc surgery, ivc blood clot, minimally invasive ivc, catheter ivc thrombectomy",0,0
3525,"j' stenting of ureter unilateral (uro) # l1 [sep] unilateral ureter stent placement, one-sided ureteral stent insertion, single kidney tube insertion, ureter tube placement on one side, ureteral stent insertion for one ureter, ureter drainage tube placement, endoscopic ureteral stenting, kidney connector stent, ureter tube surgery, ureteral bypass tube, minimally invasive ureter stent, ureteral stent for obstructed ureter [sep] ureter stent, ust, unilateral ureter stent, ureteral stent, uni ureter stent, ureter tube, endo ust, kidney stent, ureter bypass, ureter drain, ureter tube placement, ureteral tube",1,0
3526,"laparoscopic adrenalectomy - bilateral (uro) (uro) # l8 package [sep] bilateral adrenal gland removal, keyhole adrenalectomy for both glands, minimally invasive bilateral adrenal surgery, laparoscopic removal of both adrenal glands, outpatient adrenalectomy procedure, robotic bilateral adrenal removal, surgery to take out both adrenal glands, minimally invasive tumor removal from adrenal glands, bilateral uro adrenal operation, endoscopic bilateral adrenalectomy, abdominal keyhole removal of adrenal glands, adrenal gland removal package [sep] lap adrenal b/l, bilat adrenalectomy, laparoscopic adrenal b/l, endo adrenalectomy, robotic adrenal b/l, outpatient adrenalectomy",0,1
3527,"laparoscopic adrenalectomy - unilateral (uro) (uro) # l7 [sep] laparoscopic adrenal gland removal, keyhole adrenalectomy, minimally invasive adrenal tumor surgery, outpatient adrenal gland operation, lap adrenal surgery, laparoscopic removal of adrenal gland, robotic adrenalectomy, small incision adrenal removal, adrenal tumor excision via laparoscopy, surgery for one-sided adrenal gland, ureteral tumor removal (urology context), minimally invasive adrenal function surgery [sep] lap adrenalect, lapa, la, robot adrenal, u/l adrenalectomy, unilat adrenal, uro adrenal, minim invasive adrenal, endo adrenal, laparoscopic adrenalctomy",1,0
3528,"laparoscopic bladder neck suspension (uro) # l5 package [sep] minimally invasive bladder neck lift, laparoscopic bladder suspension, endoscopic bladder support surgery, bladder neck stabilization procedure, minimally invasive urinary tract surgery, laparoscopic urethral lift, internal bladder support procedure, outpatient bladder procedure, robotic bladder suspension, surgical correction for urinary incontinence, bladder support surgery kit, uro bladder neck procedure [sep] lnb, lsc, endo bladder lift, bladneck suspend, uro bladder support, robotic bladder suspend, outpat bladder procedure, bladneck stabilization, uti bladder support, lap bladder lift",0,0
3529,"laparoscopic capd insertion (uro) # l5 package [sep] laparoscopic peritoneal dialysis catheter placement, minimally invasive pd catheter insertion, small incision dialysis tube surgery, keyhole peritoneal access, outpatient dialysis catheter implant, abdominal cavity catheter placement, peritoneal dialysis device insertion, endoscopic pd catheter procedure, peritoneal cavity access for dialysis, laparoscopic urologic catheter placement, kidney dialysis catheter surgery, abdominal dialysis tube insertion [sep] lap capd, laparoscopic pd cath, mi pd insertion, small incision pd, keyhole pd, outpatient pd cath, abdominal pd access, endoscopic pd, urologic cath, kidney dialysis cath, abd dialysis tube, laparoscopic uro cath",0,0
3530,"laparoscopic donor nephrectomy (uro) # l8 package [sep] laparoscopic kidney removal for donation, minimally invasive donor kidney surgery, keyhole nephrectomy for transplant, laparoscopic living donor nephrectomy, outpatient donor kidney procedure, robotic-assisted donor nephrectomy, laparoscopic kidney extraction surgery, kidney donation via laparoscopy, surgical removal of donor kidney, minimally invasive kidney harvest for transplant, laparoscopic nephrectomy package, kidney donation operation [sep] ldn, lap donor neph, robotic donor neph, laparoscopic kid removal, laparoscopic neph, kidney donation lap, robotic nephrectomy, kidney harvest lap",0,0
3531,"laparoscopic lymphocele drainage (uro) # l6 package [sep] laparoscopic lymphocele drainage, minimally invasive lymphocele removal, keyhole lymphatic cyst drainage, laparoscopic fluid collection surgery, small incision lymphocele treatment, outpatient lymphocele procedure, robotic lymphocele drainage, endoscopic lymphatic cyst relief, surgical removal of lymphocele, lymphatic fluid pocket drainage, lymphocele cyst aspirate, lymphocele treatment under anesthesia [sep] lymp drain, lymphocele drainage, lap lymph drain, lymphocele aspiration, endo lymphocele tx, robotic lymphocele, min invasive lymphocele, lymphatic cyst drain, lympho drainage, lymphocele excision, lymphocele procedure, lymphocele removal",0,0
3532,"laparoscopic nephrectomy partial (uro) # l8 package [sep] minimally invasive kidney removal, partial kidney surgery, laparoscopic kidney excision, keyhole nephrectomy, outpatient kidney removal, laparoscopic partial nephrectomy, small incision kidney operation, minimally invasive kidney surgery, laparoscopic kidney removal for tumors, outpatient partial nephrectomy, kidney-sparing surgery, robotic partial nephrectomy [sep] lpn, lpnx, lap neph, pnr, rpx, robotpn, minineph, outptpk, lkp, lap-pn",0,0
